Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
J81076,AMMONITE HEALTH PARTNERSHIP," 1,542 "," 24,515 ",6.29
J81077,WALFORD MILL MEDICAL CENTRE, 462 ," 6,866 ",6.73
J81078,THE GROVE MEDICAL CENTRE, 578 ," 12,745 ",4.54
J81081,GILLINGHAM MEDICAL PRACTICE, 555 ," 12,916 ",4.30
J81082,POUNDBURY DOCTORS SURGERY, 442 ," 7,419 ",5.96
J81083,SIXPENNY HANDLEY SURGERY, 384 ," 4,262 ",9.01
J81086,EVERGREEN OAK SURGERY, 369 ," 7,310 ",5.05
J81087,THE BIRCHWOOD PRACTICE, 459 ," 9,762 ",4.70
J81609,MALTHOUSE MEADOWS SURGERY, 276 ," 3,044 ",9.07
J81612,CORFE CASTLE SURGERY, 273 ," 2,936 ",9.30
J81613,THE DORCHESTER RD SURGERY, 423 ," 6,751 ",6.27
J81616,PUDDLETOWN SURGERY, 170 ," 4,238 ",4.01
J81620,BLACKMORE VALE PARTNERSHIP," 1,108 "," 26,544 ",4.17
J81621,THE BARCELLOS FAMILY PRACTICE, 378 ," 7,618 ",4.96
J81625,DENMARK ROAD MEDICAL CENTRE," 1,873 "," 10,426 ",17.96
J81626,FORDINGTON SURGERY, 237 ," 4,980 ",4.76
J81631,SANDFORD SURGERY, 107 ," 2,226 ",4.81
J81633,WOODLEA HOUSE SURGERY, 302 ," 6,449 ",4.68
J81634,CRESCENT PROVIDENCE SURGERY, 585 ," 12,958 ",4.51
J81637,THE PRINCE OF WALES SURGERY, 301 ," 6,538 ",4.60
J81644,THE OLD DISPENSARY," 2,123 "," 3,724 ",57.01
J81646,GROVE SURGERY, 278 ," 6,200 ",4.48
J81647,LYME BAY MEDICAL PRACTICE, 550 ," 9,077 ",6.06
J81648,DR NEWMAN, 428 ," 4,685 ",9.14
J82001,BURGESS ROAD SURGERY, 301 ," 9,434 ",3.19
J82002,LORDSHILL HEALTH CENTRE, 577 ," 12,962 ",4.45
J82005,ROWLANDS CASTLE SURGERY, 201 ," 4,417 ",4.55
J82006,GOSPORT MEDICAL CENTRE, 887 ," 13,335 ",6.65
J82007,COASTAL MEDICAL PARTNERSHIP," 1,711 "," 33,293 ",5.14
J82008,WEST END SURGERY, 221 ," 7,721 ",2.86
J82009,EMSWORTH SURGERY, 542 ," 13,916 ",3.89
J82010,THE BOSMERE MEDICAL PRACTICE, 765 ," 18,700 ",4.09
J82012,PORTCHESTER PRACTICE, 548 ," 10,293 ",5.32
J82015,GIFFARD DRIVE SURGERY, 478 ," 8,549 ",5.59
J82016,STOCKBRIDGE SURGERY, 392 ," 9,113 ",4.30
J82017,THE ANDOVER HEALTH CENTRE MEDICAL PRACT, 685 ," 14,106 ",4.86
J82018,STOKEWOOD SURGERY, 655 ," 18,959 ",3.45
J82019,THE FRYERN SURGERY, 973 ," 14,660 ",6.64
J82020,ARCHERS PRACTICE, 167 ," 6,456 ",2.59
J82021,WATERSIDE MEDICAL PRACTICE, 418 ," 8,838 ",4.73
J82022,VICTOR STREET SURGERY, 333 ," 12,122 ",2.75
J82024,SOLENT GP SURGERY, 622 ," 21,969 ",2.83
J82025,CHARLTON HILL SURGERY, 863 ," 14,211 ",6.07
J82026,CENTRE PRACTICE, 675 ," 14,781 ",4.57
J82028,TRAFALGAR MEDICAL GROUP PRACTICE," 1,821 "," 26,020 ",7.00
J82033,GUDGEHEATH LANE SURGERY, 415 ," 9,051 ",4.59
J82034,WICKHAM SURGERY, 483 ," 13,465 ",3.59
J82035,ST CLEMENTS PARTNERSHIP, 619 ," 17,142 ",3.61
J82036,WEST MEON SURGERY, 110 ," 2,690 ",4.09
J82039,RINGWOOD MEDICAL CENTRE, 875 ," 11,066 ",7.91
J82040,WEST END ROAD SURGERY, 452 ," 15,714 ",2.88
J82041,THE STAUNTON SURGERY, 276 ," 7,574 ",3.64
J82042,BADGERSWOOD SURGERY, 693 ," 16,157 ",4.29
J82049,THE OAKLEY HEALTH GROUP," 2,780 "," 29,065 ",9.56
J82050,ST PAUL'S SURGERY," 1,074 "," 21,632 ",4.96
J82051,BLACKTHORN HEALTH CENTRE, 931 ," 17,915 ",5.20
J82053,ADELAIDE MEDICAL CENTRE, 923 ," 9,879 ",9.34
J82054,KINTBURY & WOOLTON HILL SURGERY, 377 ," 9,239 ",4.08
J82055,CRANESWATER GROUP PRACTICE, 467 ," 12,510 ",3.73
J82056,RED AND GREEN PRACTICE, 674 ," 22,980 ",2.93
J82058,BRAMBLYS GRANGE MEDICAL PRACTICE," 1,695 "," 20,319 ",8.34
J82059,THE WATERCRESS MEDICAL GROUP, 325 ," 7,086 ",4.59
J82060,THE LIGHTHOUSE GROUP PRACTICE, 332 ," 13,176 ",2.52
J82061,ODIHAM HEALTH CENTRE, 565 ," 12,145 ",4.65
J82062,CHEVIOT ROAD SURGERY, 413 ," 15,472 ",2.67
J82063,PARKSIDE PRACTICE, 308 ," 8,490 ",3.63
J82064,BISHOPS WALTHAM SURGERY, 461 ," 13,522 ",3.41
J82066,THE CAMBRIDGE PRACTICE, 783 ," 22,263 ",3.52
J82067,VOYAGER FAMILY HEALTH, 909 ," 17,931 ",5.07
J82069,CAMROSE GILLIES AND HACKWOOD PARTNERSHIP," 2,769 "," 50,264 ",5.51
J82071,ST. ANDREW'S SURGERY, 356 ," 11,563 ",3.08
J82072,FORESTSIDE MEDICAL PRACTICE, 350 ," 11,773 ",2.97
J82073,KIRKLANDS SURGERY, 272 ," 9,237 ",2.94
J82074,ALMA ROAD SURGERY, 557 ," 14,913 ",3.73
J82075,CHAWTON HOUSE SURGERY, 492 ," 6,878 ",7.15
J82076,WOOLSTON LODGE SURGERY, 532 ," 15,163 ",3.51
J82079,CLIFT SURGERY, 422 ," 7,745 ",5.45
J82080,UNIVERSITY HEALTH SERVICE, 579 ," 22,086 ",2.62
J82081,ST. MARY'S SURGERY, 703 ," 22,922 ",3.07
J82082,SHEPHERDS SPRING MEDICAL CENTRE, 513 ," 13,309 ",3.85
J82083,THE WILLOW GROUP," 1,328 "," 36,293 ",3.66
J82084,BURY ROAD SURGERY, 145 ," 4,565 ",3.18
J82085,LAKE ROAD PRACTICE, 580 ," 23,484 ",2.47
J82087,STONEHAM LANE SURGERY, 257 ," 7,359 ",3.49
J82088,THE SHIRLEY HEALTH PARTNERSHIP, 657 ," 13,381 ",4.91
J82089,HEDGE END MEDICAL CENTRE, 643 ," 17,910 ",3.59
J82090,SUNNYSIDE MEDICAL CENTRE, 427 ," 13,235 ",3.23
J82092,ALDERMOOR SURGERY, 249 ," 8,233 ",3.02
J82094,TADLEY MEDICAL P'SHIP," 1,074 "," 19,751 ",5.44
J82098,SWAN MEDICAL GROUP," 1,097 "," 21,452 ",5.11
J82099,RICHMOND SURGERY, 781 ," 14,600 ",5.35
J82101,THE PEARTREE PRACTICE, 458 ," 18,966 ",2.41
J82102,THE DRAYTON SURGERY, 880 ," 18,746 ",4.69
J82103,ST MARY'S SURGERY, 628 ," 12,472 ",5.04
J82104,STUBBINGTON MEDICAL PRACTICE, 454 ," 12,661 ",3.59
J82106,GRATTON SURGERY, 316 ," 6,971 ",4.53
J82110,FLEET MEDICAL CENTRE, 802 ," 14,746 ",5.44
J82112,NEW HORIZONS MEDICAL PARTNERSHIP, 784 ," 24,170 ",3.24
J82114,NORTH HARBOUR MEDICAL GROUP, 375 ," 9,744 ",3.85
J82115,ATHERLEY HOUSE SURGERY, 403 ," 5,629 ",7.16
J82116,TWYFORD SURGERY, 588 ," 9,863 ",5.96
J82119,DENMEAD HEALTH CENTRE, 711 ," 9,624 ",7.39
J82120,ALEXANDER HOUSE SURGERY, 492 ," 9,684 ",5.08
J82121,NORTH BADDESLEY SURGERY, 430 ," 9,740 ",4.41
J82122,ALMA ROAD SURGERY, 381 ," 10,223 ",3.73
J82124,ALRESFORD SURGERY, 371 ," 9,975 ",3.72
J82125,JENNER HOUSE SURGERY, 310 ," 8,860 ",3.50
J82126,RAYMOND ROAD SURGERY, 211 ," 4,739 ",4.45
J82128,OLD FIRE STATION SURGERY, 302 ," 8,946 ",3.38
J82129,NEW FOREST MEDICAL GROUP, 643 ," 7,801 ",8.24
J82130,FRIARSGATE PRACTICE," 1,625 "," 24,352 ",6.67
J82131,FORDINGBRIDGE SURGERY, 462 ," 12,288 ",3.76
J82132,TESTVALE SURGERY, 474 ," 13,143 ",3.61
J82134,VINE MEDICAL GROUP, 797 ," 27,536 ",2.89
J82135,BRANKSOMEWOOD H/CARE CTR, 736 ," 13,589 ",5.42
J82136,CHAWTON PARK SURGERY, 736 ," 10,888 ",6.76
J82138,WHITEWATER HEALTH, 851 ," 18,200 ",4.68
J82139,WISTARIA & MILFORD SURGERIES," 1,176 "," 16,060 ",7.32
J82142,THE BORDER PRACTICE, 831 ," 10,411 ",7.98
J82143,PARK SURGERY, 994 ," 16,696 ",5.95
J82144,CROWN HEIGHTS MEDICAL CENTRE," 1,499 "," 27,473 ",5.46
J82145,ABBEYWELL SURGERY, 675 ," 18,861 ",3.58
J82146,LYNDHURST SURGERY, 257 ," 5,549 ",4.63
J82147,THE CLANFIELD PRACTICE, 283 ," 8,007 ",3.53
J82149,DERBY ROAD PRACTICE, 427 ," 15,046 ",2.84
J82150,CORNERWAYS MEDICAL CENTRE, 496 ," 12,051 ",4.12
J82151,TWIN OAKS MEDICAL CENTRE, 324 ," 4,865 ",6.66
J82152,BRIDGEMARY MEDICAL CENTRE, 600 ," 8,807 ",6.81
J82154,SOVEREIGN HEALTH PARTNERSHIP," 1,488 "," 38,911 ",3.82
J82155,PORTSDOWN GROUP PRACTICE," 1,368 "," 58,601 ",2.33
J82156,WATERFRONT AND SOLENT SURGERY, 271 ," 7,101 ",3.82
J82157,WILSON PRACTICE, 612 ," 16,737 ",3.66
J82161,WESTLANDS MEDICAL CENTRE, 412 ," 10,286 ",4.01
J82163,OAKS HEALTHCARE, 580 ," 16,168 ",3.59
J82164,LIPHOOK AND LISS SURGERY, 522 ," 11,259 ",4.64
J82169,BOYATT WOOD SURGERY, 252 ," 8,098 ",3.11
J82174,LOCKSWOOD SURGERY, 453 ," 13,658 ",3.32
J82178,PRINCES GARDENS SURGERY, 682 ," 10,442 ",6.53
J82180,TOWNHILL SURGERY, 224 ," 6,393 ",3.50
J82181,MAYFIELD MEDICAL CENTRE, 474 ," 9,667 ",4.90
J82183,MULBERRY HOUSE SURGERY, 259 ," 6,061 ",4.27
J82184,PINEHILL SURGERY, 117 ," 3,347 ",3.50
J82194,EAST SHORE PARTNERSHIP, 493 ," 13,324 ",3.70
J82196,HOMEWELL.CURLEW PRACTICE, 377 ," 14,437 ",2.61
J82197,BENTLEY VILLAGE SURGERY, 2 , 54 ,3.70
J82198,THE WELLINGTON PRACTICE, 122 ," 4,289 ",2.84
J82199,THE UNICITY MEDICAL CENTRE, 506 ," 17,880 ",2.83
J82201,THE GRANGE SURGERY, 516 ," 7,532 ",6.85
J82207,HILL LANE SURGERY, 432 ," 9,769 ",4.42
J82208,ST. PETERS SURGERY, 225 ," 6,094 ",3.69
J82210,THE ELMS PRACTICE, 355 ," 9,160 ",3.88
J82213,BROOK HOUSE SURGERY, 220 ," 6,008 ",3.66
J82214,WHITCHURCH SURGERY, 412 ," 9,581 ",4.30
J82215,SOLENT VIEW MEDICAL PRACTICE, 427 ," 12,550 ",3.40
J82216,BROOK LANE SURGERY, 412 ," 12,336 ",3.34
J82217,HOMELESS HEALTHCARE TEAM, 9 , 458 ,1.97
J82218,CHINEHAM MEDICAL PRACTICE, 880 ," 16,092 ",5.47
J82605,WALNUT TREE SURGERY, 215 ," 4,434 ",4.85
J82622,LIVING WELL PARTNERSHIP," 1,924 "," 37,871 ",5.08
J82625,BOUNDARIES SURGERY, 203 ," 4,456 ",4.56
J82628,CRONDALL NEW SURGERY, 356 ," 5,649 ",6.30
J82630,NORTH CAMP SURGERY, 234 ," 5,824 ",4.02
J82633,RIVERSIDE PARTNERSHIP, 243 ," 4,129 ",5.89
J82639,WATERSHIP DOWN HEALTH, 911 ," 18,656 ",4.88
J82640,HORNDEAN SURGERY, 217 ," 6,163 ",3.52
J82646,PARK LANE MEDICAL CENTRE, 284 ," 9,637 ",2.95
J82663,HIGHFIELD HEALTH, 286 ," 6,129 ",4.67
J82669,ROWNER HEALTH CENTRE, 444 ," 8,546 ",5.20
J83001,MERCHISTON SURGERY, 808 ," 13,849 ",5.83
J83002,WESTROP MEDICAL PRACTICE," 1,102 "," 30,088 ",3.66
J83003,HARCOURT MEDICAL CENTRE, 575 ," 12,750 ",4.51
J83004,WHITEPARISH SURGERY, 297 ," 6,910 ",4.30
J83005,BARCROFT MEDICAL CENTRE, 476 ," 11,097 ",4.29
J83006,PURTON SURGERY, 396 ," 11,244 ",3.52
J83007,HATHAWAY SURGERY, 748 ," 15,826 ",4.73
J83008,LOVEMEAD GROUP PRACTICE, 709 ," 18,943 ",3.74
J83009,RIDGEWAY VIEW FAMILY PRACTICE, 616 ," 14,128 ",4.36
J83010,PORCH SURGERY, 465 ," 11,612 ",4.00
J83011,GIFFORDS PRIMARY CARE CTR, 638 ," 14,210 ",4.49
J83013,BOX SURGERY, 354 ," 7,654 ",4.63
J83014,CASTLE PRACTICE," 1,665 "," 15,691 ",10.61
J83016,TROWBRIDGE HEALTH CENTRE," 1,044 "," 31,384 ",3.33
J83018,AVENUE SURGERY, 709 ," 18,408 ",3.85
J83019,THE ORCHARD PARTNERSHIP, 846 ," 11,893 ",7.11
J83021,SALISBURY MEDICAL PRACTICE," 1,248 "," 24,122 ",5.17
J83022,OLD TOWN SURGERY, 467 ," 9,087 ",5.14
J83023,AVON VALLEY PRACTICE, 390 ," 8,210 ",4.75
J83024,PRIORY ROAD MEDICAL CENTRE, 202 ," 8,711 ",2.32
J83026,THREE CHEQUERS MEDICAL PRACTICE," 1,186 "," 23,829 ",4.98
J83027,HAWTHORN MEDICAL CENTRE, 359 ," 12,931 ",2.78
J83029,TINKERS LANE SURGERY, 292 ," 8,390 ",3.48
J83030,BRADFORD-ON-AVON AND MELKSHAM HEALTH, 979 ," 20,243 ",4.84
J83031,MOREDON MEDICAL CENTRE, 344 ," 12,298 ",2.80
J83033,WHALEBRIDGE PRACTICE, 260 ," 11,802 ",2.20
J83034,LANSDOWNE SURGERY, 421 ," 7,139 ",5.90
J83035,ABBEY MEADS MEDICAL PRACT, 702 ," 18,362 ",3.82
J83036,ASHINGTON HOUSE SURGERY, 455 ," 10,420 ",4.37
J83037,KENNET AND AVON MEDICAL PARTNERSHIP, 895 ," 17,592 ",5.09
J83038,KINGSWOOD SURGERY, 279 ," 10,864 ",2.57
J83039,NORTHLANDS SURGERY, 526 ," 12,515 ",4.20
J83040,WESTBURY GROUP PRACTICE," 1,108 "," 23,459 ",4.72
J83041,MALMESBURY MEDICAL PARTNERSHIP, 822 ," 16,501 ",4.98
J83042,ROWDEN SURGERY, 690 ," 17,325 ",3.98
J83043,DOWNTON SURGERY, 268 ," 6,923 ",3.87
J83045,RAMSBURY SURGERY, 942 ," 9,553 ",9.86
J83046,SPA MEDICAL CENTRE, 490 ," 13,552 ",3.62
J83047,ELDENE SURGERY, 247 ," 8,024 ",3.08
J83048,ST MELOR HOUSE SURGERY, 245 ," 6,026 ",4.07
J83049,SOUTHBROOM SURGERY, 604 ," 12,025 ",5.02
J83050,PATFORD HOUSE PARTNERSHIP, 623 ," 15,856 ",3.93
J83052,SARUM HEALTH GROUP, 367 ," 10,566 ",3.47
J83053,ST. JAMES SURGERY, 564 ," 7,118 ",7.92
J83055,NEW COURT SURGERY, 418 ," 10,101 ",4.14
J83056,MARKET LAVINGTON SURGERY, 313 ," 5,714 ",5.48
J83057,NORTH SWINDON PRACTICE," 1,502 "," 16,642 ",9.03
J83058,TISBURY SURGERY, 280 ," 4,074 ",6.87
J83059,THE LAWN MEDICAL CENTRE, 441 ," 8,277 ",5.33
J83060,MERE SURGERY, 351 ," 4,715 ",7.44
J83064,RIDGE GREEN MEDICAL PRACTICE, 595 ," 11,290 ",5.27
J83601,BURBAGE SURGERY, 237 ," 4,157 ",5.70
J83603,JUBILEE FIELD SURGERY, 184 ," 4,650 ",3.96
J83609,CRICKLADE SURGERY, 123 ," 3,154 ",3.90
J83615,OLD SCHOOL HOUSE SURGERY, 511 ," 3,533 ",14.46
J83618,TOLSEY SURGERY, 102 ," 3,428 ",2.98
J83619,COURTYARD SURGERY, 132 ," 2,841 ",4.65
J83625,LODGE SURGERY, 354 ," 8,124 ",4.36
J83629,SILTON SURGERY, 240 ," 2,128 ",11.28
J83630,HINDON SURGERY, 129 ," 2,493 ",5.17
J83633,VICTORIA CROSS SURGERY, 359 ," 9,538 ",3.76
J83645,PHOENIX SURGERY, 117 ," 4,479 ",2.61
J83646,PARK LANE PRACTICE, 172 ," 7,055 ",2.44
J84003,VENTNOR MEDICAL PRACTICE, 343 ," 8,477 ",4.05
J84004,EAST COWES MEDICAL CENTRE, 374 ," 8,574 ",4.36
J84005,ESPLANADE SURGERY, 399 ," 9,202 ",4.34
J84007,ST. HELENS MEDICAL CENTRE, 385 ," 6,894 ",5.58
J84008,ARGYLL HOUSE, 266 ," 5,622 ",4.73
J84011,NEWPORT HEALTH CENTRE, 761 ," 23,896 ",3.18
J84012,TOWER HOUSE SURGERY, 564 ," 13,657 ",4.13
J84013,THE BAY MEDICAL PRACTICE," 1,176 "," 27,390 ",4.29
J84015,COWES MEDICAL CENTRE, 553 ," 15,316 ",3.61
J84016,SOUTH WIGHT MEDICAL PRACTICE, 346 ," 6,275 ",5.51
J84017,MEDINA HEALTHCARE, 390 ," 9,223 ",4.23
J84019,WIGHT PRIMARY PARTNERSHIPS LTD, 473 ," 11,071 ",4.27
K81001,THE WATERFIELD PRACTICE, 601 ," 15,423 ",3.90
K81002,EASTFIELD HOUSE SURGERY," 1,463 "," 14,184 ",10.31
K81003,SWALLOWFIELD MEDICAL PRACTICE, 648 ," 15,240 ",4.25
K81004,TILEHURST SURGERY PARTNERSHIP, 647 ," 14,609 ",4.43
K81005,WEXHAM ROAD SURGERY, 134 ," 4,411 ",3.04
K81006,THE SANDHURST GROUP PRACTICE, 945 ," 18,822 ",5.02
K81007,LONDON STREET SURGERY, 177 ," 5,693 ",3.11
K81010,KINGS CORNER SURGERY, 361 ," 7,485 ",4.82
K81012,THE BOAT HOUSE SURGERY," 1,018 "," 11,960 ",8.51
K81014,BALMORE PARK SURGERY," 1,328 "," 20,700 ",6.42
K81015,WOODLANDS PARK SURGERY, 130 ," 3,634 ",3.58
K81017,FALKLAND SURGERY, 540 ," 13,842 ",3.90
K81018,LINDEN MEDICAL CENTRE, 416 ," 10,226 ",4.07
K81019,ROSS ROAD MEDICAL CENTRE, 175 ," 4,214 ",4.15
K81020,CLAREMONT HOLYPORT SURGERY, 782 ," 19,317 ",4.05
K81021,DATCHET HEALTH CENTRE, 538 ," 10,095 ",5.33
K81022,WOKINGHAM MEDICAL CENTRE," 1,043 "," 24,197 ",4.31
K81024,LANGLEY HEALTH CENTRE, 645 ," 20,453 ",3.15
K81025,FINCHAMPSTEAD PRACTICE, 850 ," 17,381 ",4.89
K81026,CHATHAM STREET SURGERY, 299 ," 7,414 ",4.03
K81027,MORTIMER SURGERY, 550 ," 11,089 ",4.96
K81028,MAGNOLIA HOUSE SURGERY, 888 ," 9,198 ",9.65
K81030,RINGMEAD MEDICAL PRACTICE," 1,040 "," 21,777 ",4.78
K81034,CROSBY HOUSE SURGERY, 472 ," 11,721 ",4.03
K81036,THE CEDARS SURGERY, 434 ," 10,899 ",3.98
K81039,THE AVENUE MEDICAL CENTRE, 356 ," 7,433 ",4.79
K81040,MILMAN & KENNET SURGERY, 637 ," 20,251 ",3.15
K81041,EMMER GREEN SURGERY, 701 ," 11,948 ",5.87
K81042,COOKHAM MEDICAL CENTRE, 419 ," 7,861 ",5.33
K81043,HERSCHEL MEDICAL CENTRE, 911 ," 15,802 ",5.77
K81045,PARKSIDE PRACTICE, 781 ," 16,594 ",4.71
K81046,LEE HOUSE SURGERY, 381 ," 7,308 ",5.21
K81047,BROOKSIDE PRACTICE," 1,428 "," 27,996 ",5.10
K81048,LONG BARN LANE SURGERY, 174 ," 7,389 ",2.35
K81050,THE DOWNLAND PRACTICE, 695 ," 11,137 ",6.24
K81051,WOODLEY PRACTICE, 595 ," 13,381 ",4.45
K81052,LAMBOURN SURGERY, 311 ," 6,436 ",4.83
K81055,WARGRAVE PRACTICE, 340 ," 7,566 ",4.49
K81056,WESTWOOD ROAD SURGERY, 164 ," 4,646 ",3.53
K81057,HUNGERFORD SURGERY, 347 ," 7,349 ",4.72
K81059,THE GAINSBOROUGH PRACTICE, 397 ," 10,189 ",3.90
K81060,BINFIELD SURGERY, 562 ," 11,692 ",4.81
K81062,WESTERN ELMS & CIRCUIT LANE SURGERIES, 971 ," 27,558 ",3.52
K81063,STRAWBERRY HILL MEDICAL CENTRE," 1,008 "," 21,761 ",4.63
K81066,THE SYMONS MEDICAL CENTRE, 620 ," 11,494 ",5.39
K81068,SHEET STREET SURGERY, 501 ," 9,322 ",5.37
K81069,LODDON VALE PRACTICE, 745 ," 14,689 ",5.07
K81070,TWYFORD SURGERY, 701 ," 12,457 ",5.63
K81073,THATCHAM HEALTH CENTRE, 629 ," 18,803 ",3.35
K81074,CLARENCE MEDICAL CENTRE, 586 ," 16,597 ",3.53
K81075,FARNHAM ROAD PRACTICE, 924 ," 25,790 ",3.58
K81076,GREEN MEADOWS SURGERY, 443 ," 9,601 ",4.61
K81077,THEALE MEDICAL CENTRE, 438 ," 10,945 ",4.00
K81078,GROVELANDS MEDICAL CENTRE, 589 ," 13,805 ",4.27
K81080,NEW WOKINGHAM ROAD SURGERY, 449 ," 8,600 ",5.22
K81081,ABBEY MEDICAL CENTRE, 79 ," 2,376 ",3.32
K81082,THE VILLAGE MEDICAL CENTRE, 544 ," 10,943 ",4.97
K81083,BHARANI MEDICAL CENTRE, 508 ," 13,959 ",3.64
K81084,ROSEMEAD SURGERY, 749 ," 7,147 ",10.48
K81085,SHREEJI MEDICAL CENTRE, 273 ," 7,301 ",3.74
K81086,MANOR PARK MEDICAL CENTRE, 608 ," 10,863 ",5.60
K81087,EASTHAMPSTEAD SURGERY, 262 ," 5,991 ",4.37
K81089,RAGSTONE ROAD SURGERY, 133 ," 3,156 ",4.21
K81092,WOOSEHILL PRACTICE," 1,634 "," 14,360 ",11.38
K81094,GREAT HOLLANDS PRACTICE, 155 ," 4,237 ",3.66
K81097,REDWOOD HOUSE SURGERY, 230 ," 5,855 ",3.93
K81100,PEMBROKE SURGERY, 277 ," 6,119 ",4.53
K81102,BURDWOOD SURGERY, 370 ," 10,383 ",3.56
K81103,CHAPEL ROW SURGERY, 418 ," 8,363 ",5.00
K81605,UNIVERSITY MEDICAL GROUP," 1,253 "," 30,899 ",4.06
K81607,CORDWALLIS ROAD SURGERY, 76 ," 3,443 ",2.21
K81608,DR NABI, 191 ," 5,120 ",3.73
K81610,FOREST HEALTH GROUP," 1,067 "," 20,970 ",5.09
K81616,KUMAR MEDICAL CENTRE, 247 ," 5,297 ",4.66
K81622,WILDERNESS PRACTICE, 119 ," 2,755 ",4.32
K81630,SOUTH MEADOW SURGERY," 1,268 "," 13,894 ",9.13
K81633,SOUTH READING & SHINFIELD GROUP MED PRAC, 359 ," 10,163 ",3.53
K81636,RUSSELL STREET SURGERY, 271 ," 8,548 ",3.17
K81638,BURMA HILL PRACTICE, 163 ," 3,884 ",4.20
K81644,TILEHURST VILLAGE SURGERY, 644 ," 15,737 ",4.09
K81645,240 WEXHAM ROAD, 220 ," 7,005 ",3.14
K81651,MELROSE SURGERY, 584 ," 14,676 ",3.98
K81655,ASCOT MEDICAL CENTRE, 298 ," 5,745 ",5.19
K81656,CROWN WOOD MEDICAL CENTRE, 219 ," 5,838 ",3.75
K81657,EVERGREEN PRACTICE, 162 ," 5,546 ",2.92
K82001,RECTORY MEADOW SURGERY, 595 ," 10,172 ",5.85
K82003,WOLVERTON HEALTH CENTRE, 816 ," 16,039 ",5.09
K82004,AMERSHAM HEALTH CENTRE, 817 ," 13,851 ",5.90
K82006,IVER MEDICAL CENTRE, 409 ," 9,049 ",4.52
K82007,THE SWAN PRACTICE," 1,461 "," 30,759 ",4.75
K82008,THE HALL PRACTICE, 632 ," 10,052 ",6.29
K82009,STONY MEDICAL CENTRE, 579 ," 10,865 ",5.33
K82010,TOWER HOUSE SURGERY, 467 ," 10,545 ",4.43
K82011,MILLBARN MEDICAL CENTRE, 705 ," 8,178 ",8.62
K82012,HIGHFIELD SURGERY, 335 ," 6,890 ",4.86
K82013,THE RED HOUSE SURGERY," 1,026 "," 13,266 ",7.73
K82014,OAKFIELD SURGERY, 264 ," 5,634 ",4.69
K82015,PARKSIDE MEDICAL CENTRE," 8,667 "," 10,729 ",80.78
K82016,NEWPORT PAGNELL MED.CTR.," 2,468 "," 22,273 ",11.08
K82017,DESBOROUGH SURGERY, 558 ," 12,903 ",4.32
K82018,MEADOWCROFT SURGERY, 624 ," 16,213 ",3.85
K82019,THE MANDEVILLE PRACTICE, 602 ," 15,283 ",3.94
K82020,CHILTERN HOUSE MED CENTRE, 266 ," 6,568 ",4.05
K82021,THE CROSS KEYS PRACTICE," 1,190 "," 14,892 ",7.99
K82022,KINGSWOOD SURGERY, 488 ," 10,313 ",4.73
K82023,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP"," 1,040 "," 27,453 ",3.79
K82024,DR FIRTH AND PARTNERS, 649 ," 10,810 ",6.00
K82025,SOVEREIGN MEDICAL CENTRE, 589 ," 11,455 ",5.14
K82026,WHADDON HEALTHCARE," 1,856 "," 21,592 ",8.60
K82027,PURBECK HEALTH CENTRE, 274 ," 6,547 ",4.19
K82028,HADDENHAM MEDICAL CENTRE," 1,020 "," 9,111 ",11.20
K82029,CHERRYMEAD SURGERY, 523 ," 10,983 ",4.76
K82030,WYE VALLEY SURGERY, 351 ," 10,581 ",3.32
K82031,THREEWAYS SURGERY, 508 ," 6,232 ",8.15
K82032,OAKRIDGE PARK MEDICAL CENTRE, 523 ," 11,984 ",4.36
K82033,BURNHAM HEALTH CENTRE, 856 ," 20,364 ",4.20
K82035,THE JOHN HAMPDEN SURGERY, 345 ," 3,761 ",9.17
K82036,RIVERSIDE SURGERY, 474 ," 10,034 ",4.72
K82037,WATER MEADOW SURGERY, 893 ," 12,814 ",6.97
K82038,POPLAR GROVE PRACTICE," 1,988 "," 21,928 ",9.07
K82039,BEDFORD STREET SURGERY, 720 ," 14,630 ",4.92
K82040,WHITEHILL SURGERY, 659 ," 14,430 ",4.57
K82044,CARRINGTON HOUSE SURGERY, 711 ," 10,484 ",6.78
K82045,SOUTHMEAD SURGERY, 610 ," 6,762 ",9.02
K82046,THE SIMPSON CENTRE," 1,159 "," 18,130 ",6.39
K82047,UNITY HEALTH," 1,046 "," 22,487 ",4.65
K82048,STOKENCHURCH MEDICAL CTRE, 306 ," 6,861 ",4.46
K82049,HUGHENDEN VALLEY SURGERY," 1,144 "," 12,489 ",9.16
K82051,THE MISBOURNE SURGERY, 852 ," 11,869 ",7.18
K82053,PRIORY SURGERY, 510 ," 12,672 ",4.02
K82054,ASHFIELD MEDICAL CENTRE, 385 ," 10,502 ",3.67
K82055,DENHAM MEDICAL CENTRE, 597 ," 10,627 ",5.62
K82057,COBBS GARDEN SURGERY, 336 ," 8,391 ",4.00
K82058,GLADSTONE ROAD SURGERY, 315 ," 5,787 ",5.44
K82059,WESTFIELD ROAD SURGERY, 426 ," 7,809 ",5.46
K82060,NEATH HILL HEALTH CENTRE, 159 ," 3,900 ",4.08
K82061,ASHCROFT SURGERY, 167 ," 4,158 ",4.02
K82064,FISHERMEAD MEDICAL CENTRE, 222 ," 7,803 ",2.85
